"id";"title";"slug";"price_guide"
4589;"3500";"dodge-ram-3500";0
4590;"3500 Mega Cab 4x4 SLT";"dodge-ram-3500-mega-cab-4x4-slt";0
4591;"3500 Quad Cab";"dodge-ram-3500-quad-cab";0
4592;"3500 Quad Cab 4X2 Laramie";"dodge-ram-3500-quad-cab-4x2-laramie";0
4593;"3500 Regular Cab SLT Long";"dodge-ram-3500-regular-cab-slt-long";0
4594;"3500 Regular Cab SXT Long";"dodge-ram-3500-regular-cab-sxt-long";0
4595;"3700";"dodge-ram-3700";0
4596;"5.7 V8";"dodge-ram-57-v8";0
4597;"8.3 V10";"dodge-ram-83-v10";0
4598;"SRT-10";"dodge-ram-srt-10";0
4599;"2500";"dodge-sprinter-2500";0
4600;"2500 EXT Van";"dodge-sprinter-2500-ext-van";0
4601;"2500 Van";"dodge-sprinter-2500-van";0
4602;"3500 Van";"dodge-sprinter-3500-van";0
4603;"3500 Van 170-in. WB";"dodge-sprinter-3500-van-170-in-wb";0
4604;"Chassis Cab 3500";"dodge-sprinter-chassis-cab-3500";0
4605;"Van 2500 High Ceiling";"dodge-sprinter-van-2500-high-ceiling";0
4606;"Van 2500 Super High Ceiling";"dodge-sprinter-van-2500-super-high-ceiling";0
4607;"Van 3500 Super High Ceiling";"dodge-sprinter-van-3500-super-high-ceiling";0
4608;"Wagon 2500 High Ceiling";"dodge-sprinter-wagon-2500-high-ceiling";0
4609;"2.0";"dodge-stratus-20";0
4610;"2.5";"dodge-stratus-25";0
4611;"2.7";"dodge-stratus-27";0
4612;"Coupe R/T";"dodge-stratus-coupe-rt";0
4613;"Coupe SXT";"dodge-stratus-coupe-sxt";0
4614;"Sedan ES";"dodge-stratus-sedan-es";0
4615;"Sedan R/T";"dodge-stratus-sedan-rt";0
4616;"Sedan RT";"dodge-stratus-sedan-rtyp87v";0
4617;"Sedan SE";"dodge-stratus-sedan-se";0
4618;"Sedan SXT";"dodge-stratus-sedan-sxt";0
4619;"1.8 16v";"fiat-barchetta-18-16v";0
4620;"1.2 16v";"fiat-bravo-12-16v";0
4621;"1.2 80";"fiat-bravo-12-80";0
4622;"1.2 Forza";"fiat-bravo-12-forza";0
4623;"1.2 SX80";"fiat-bravo-12-sx80";0
4624;"1.4";"fiat-bravo-14";0
4625;"1.4 16v";"fiat-bravo-14-16v";0
4626;"1.4 MultiAir";"fiat-bravo-14-multiair";0
4627;"1.4 S";"fiat-bravo-14-s";0
4628;"1.4 SX";"fiat-bravo-14-sx";0
4629;"1.4 T-Jet";"fiat-bravo-14-t-jet";0
4630;"1.4 T-Jet Active";"fiat-bravo-14-t-jet-active";0
4631;"1.4 T-Jet Dynamic";"fiat-bravo-14-t-jet-dynamic";0
4632;"1.4 T-Jet Sport";"fiat-bravo-14-t-jet-sport";0
4633;"1.6 100";"fiat-bravo-16-100";0
4634;"1.6 16v";"fiat-bravo-16-16v";0
4635;"1.6 Mjet";"fiat-bravo-16-mjet";0
4636;"1.6 Multijet";"fiat-bravo-16-multijet";0
4637;"1.6 SX";"fiat-bravo-16-sx";0
4638;"1.8 115";"fiat-bravo-18-115";0
4639;"1.8 E.torQ";"fiat-bravo-18-etorq";0
4640;"1.8 HLX";"fiat-bravo-18-hlx";0
4641;"1.9 16V Multijet";"fiat-bravo-19-16v-multijet";0
4642;"1.9 8V Multijet";"fiat-bravo-19-8v-multijet";0
4643;"1.9 JTD";"fiat-bravo-19-jtd";0
4644;"1.9 M-jet";"fiat-bravo-19-m-jet";0
4645;"1.9 Mjet";"fiat-bravo-19-mjet";0
4646;"1.9 Multijet";"fiat-bravo-19-multijet";0
4647;"1.9 Multijet Dynamic";"fiat-bravo-19-multijet-dynamic";0
4648;"1.9 TD";"fiat-bravo-19-td";0
4649;"2.0 155";"fiat-bravo-20-155";0
4650;"2.0 16V";"fiat-bravo-20-16v";0
4651;"2.0 HGT";"fiat-bravo-20-hgt";0
4652;"2.0 Multijet";"fiat-bravo-20-multijet";0
4653;"JTD 105 SX";"fiat-bravo-jtd-105-sx";0
4654;"TD 75 SX";"fiat-bravo-td-75-sx";0
4655;"2.3 JTD";"fiat-ducato-23-jtd";0
4656;"2.3 JTD Minibus";"fiat-ducato-23-jtd-minibus";0
4657;"2.3 JTD Panel Van";"fiat-ducato-23-jtd-panel-van";0
4658;"2.8 JTD";"fiat-ducato-28-jtd";0
4659;"2.8JTD Minibus";"fiat-ducato-28jtd-minibus";0
4660;"1.1";"fiat-seicento-11";0
4661;"1.1 2Tone";"fiat-seicento-11-2tone";0
4662;"1.1 Active";"fiat-seicento-11-active";0
4663;"1.1 Mia";"fiat-seicento-11-mia";0
4664;"1.1 S";"fiat-seicento-11-s";0
4665;"1.1 SX";"fiat-seicento-11-sx";0
4666;"1.1 Sound";"fiat-seicento-11-sound";0
4667;"1.1 Sporting";"fiat-seicento-11-sporting";0
4668;"1.1 Suite";"fiat-seicento-11-suite";0
4669;"1.2 16v";"fiat-stilo-12-16v";0
4670;"1.4";"fiat-stilo-14";0
4671;"1.4 16v";"fiat-stilo-14-16v";0
4672;"1.4 Actual";"fiat-stilo-14-actual";0
4673;"1.4 Break";"fiat-stilo-14-break";0
4674;"1.4 Multiwagon";"fiat-stilo-14-multiwagon";0
4675;"1.6";"fiat-stilo-16";0
4676;"1.6 16v";"fiat-stilo-16-16v";0
4677;"1.6 Active";"fiat-stilo-16-active";0
4678;"1.6 Active Multiwagon";"fiat-stilo-16-active-multiwagon";0
4679;"1.6 Actual";"fiat-stilo-16-actual";0
4680;"1.7";"fiat-stilo-17";0
4681;"1.8 16V Dynamic";"fiat-stilo-18-16v-dynamic";0
4682;"1.8 16V Multiwagon";"fiat-stilo-18-16v-multiwagon";0
4683;"1.8 16v";"fiat-stilo-18-16v";0
4684;"1.8 Dynamic";"fiat-stilo-18-dynamic";0
4685;"1.9 D Break";"fiat-stilo-19-d-break";0
4686;"1.9 Diesel";"fiat-stilo-19-diesel";0
4687;"1.9 JTD";"fiat-stilo-19-jtd";0
4688;"1.9 JTD 100 Active";"fiat-stilo-19-jtd-100-active";0
4689;"1.9 JTD 115";"fiat-stilo-19-jtd-115";0
4690;"1.9 JTD 115 Active";"fiat-stilo-19-jtd-115-active";0
4691;"1.9 JTD 140 Dynamic";"fiat-stilo-19-jtd-140-dynamic";0
4692;"1.9 JTD 140 Multijet Dynamic";"fiat-stilo-19-jtd-140-multijet-dynamic";0
4693;"1.9 JTD 80";"fiat-stilo-19-jtd-80";0
4694;"1.9 JTD Actual";"fiat-stilo-19-jtd-actual";0
4695;"1.9 JTD Dynamic";"fiat-stilo-19-jtd-dynamic";0
4696;"1.9 JTD Dynamic Multiwagon";"fiat-stilo-19-jtd-dynamic-multiwagon";0
4697;"1.9 JTD Multiwagon Active";"fiat-stilo-19-jtd-multiwagon-active";0
4698;"1.9 Multijet";"fiat-stilo-19-multijet";0
4699;"2.4";"fiat-stilo-24";0
4700;"2.4 20v";"fiat-stilo-24-20v";0
4701;"2.4 Abarth";"fiat-stilo-24-abarth";0
4702;"2.4 Michael Schumacher";"fiat-stilo-24-michael-schumacher";0
4703;"Abarth 2.4";"fiat-stilo-abarth-24";0
4704;"Break";"fiat-stilo-break";0
4705;"Mulit Wagon 1.9 JTD Dynamic";"fiat-stilo-mulit-wagon-19-jtd-dynamic";0
4706;"Multi Wagon 1.4";"fiat-stilo-multi-wagon-14";0
4707;"Multi Wagon 1.6";"fiat-stilo-multi-wagon-16";0
4708;"Multi Wagon 1.6 Active";"fiat-stilo-multi-wagon-16-active";0
4709;"Multi Wagon 1.8 Dynamic";"fiat-stilo-multi-wagon-18-dynamic";0
4710;"Multi Wagon 1.9 JTD";"fiat-stilo-multi-wagon-19-jtd";0
4711;"Multi Wagon 1.9 JTD 100 Active";"fiat-stilo-multi-wagon-19-jtd-100-active";0
4712;"Multi Wagon 1.9 JTD 115";"fiat-stilo-multi-wagon-19-jtd-115";0
4713;"Multi Wagon 1.9 JTD 115 Active";"fiat-stilo-multi-wagon-19-jtd-115-active";0
4714;"Multi Wagon 1.9 JTD 140 Dynamic";"fiat-stilo-multi-wagon-19-jtd-140-dynamic";0
4715;"Multi Wagon 1.9 JTD Dynamic";"fiat-stilo-multi-wagon-19-jtd-dynamic";0
4716;"1.9 D";"fiat-ulysse-19-d";0
4717;"1.9 TD";"fiat-ulysse-19-td";0
4718;"2.0";"fiat-ulysse-20";0
4719;"2.0 16v";"fiat-ulysse-20-16v";0
4720;"2.0 Automatic";"fiat-ulysse-20-automatic";0
4721;"2.0 D";"fiat-ulysse-20-d";0
4722;"2.0 EL";"fiat-ulysse-20-el";0
4723;"2.0 Eleganza";"fiat-ulysse-20-eleganza";0
4724;"2.0 Eleganza Automatic";"fiat-ulysse-20-eleganza-automatic";0
4725;"2.0 JTD";"fiat-ulysse-20-jtd";0
4726;"2.0 S";"fiat-ulysse-20-s";0
4727;"2.1 D";"fiat-ulysse-21-d";0
4728;"2.2 JTD";"fiat-ulysse-22-jtd";0
4729;"2.2 JTD Dynamic";"fiat-ulysse-22-jtd-dynamic";0
4730;"3.0 Admiral";"fiat-ulysse-30-admiral";0
4731;"3.0 V6 Admiral";"fiat-ulysse-30-v6-admiral";0
4732;"1.0 EcoBoost";"ford-c-max-10-ecoboost";0
4733;"1.6";"ford-c-max-16";0
4734;"1.6 105";"ford-c-max-16-105";0
4735;"1.6 125";"ford-c-max-16-125";0
4736;"1.6 Ambiente";"ford-c-max-16-ambiente";0
4737;"1.6 D";"ford-c-max-16-d";0
4738;"1.6 Duratec";"ford-c-max-16-duratec";0
4739;"1.6 Duratorq";"ford-c-max-16-duratorq";0
4740;"1.6 EcoBoost";"ford-c-max-16-ecoboost";0
4741;"1.6 TDCi";"ford-c-max-16-tdci";0
4742;"1.6 TDCi Ambiente";"ford-c-max-16-tdci-ambiente";0
4743;"1.6 TDCi Ambiente Automatic";"ford-c-max-16-tdci-ambiente-automatic";0
4744;"1.6 Ti-VCT Ambiente";"ford-c-max-16-ti-vct-ambiente";0
4745;"1.8 TDCi Ambiente";"ford-c-max-18-tdci-ambiente";0
4746;"1.8 Trend";"ford-c-max-18-trend";0
4747;"2.0";"ford-c-max-20";0
4748;"2.0 D";"ford-c-max-20-d";0
4749;"2.0 Duratorq";"ford-c-max-20-duratorq";0
4750;"2.0 TDCi";"ford-c-max-20-tdci";0
4751;"2.0 TDCi Trend";"ford-c-max-20-tdci-trend";0
4752;"2.0 Trend";"ford-c-max-20-trend";0
4753;"Energi";"ford-c-max-energi";0
4754;"Grand 1.6 Duratec";"ford-c-max-grand-16-duratec";0
4755;"Grand 1.6 Duratorq";"ford-c-max-grand-16-duratorq";0
4756;"Grand 1.6 EcoBoost";"ford-c-max-grand-16-ecoboost";0
4757;"Grand 2.0 Duratorq";"ford-c-max-grand-20-duratorq";0
4758;"Hybrid Se";"ford-c-max-hybrid-se";0
4759;"Hybrid Sel";"ford-c-max-hybrid-sel";0
4760;"1.3";"ford-capri-13";0
4761;"1.6";"ford-capri-16";0
4762;"2.3";"ford-capri-23";0
4763;"2.3 Automatic";"ford-capri-23-automatic";0
4764;"2.8";"ford-capri-28";0
4765;"2.8 Automatic";"ford-capri-28-automatic";0
4766;"Automatic";"ford-capri-automatic";0
4767;"II";"ford-capri-ii";0
4768;"II 1.3";"ford-capri-ii-13";0
4769;"II 1.6";"ford-capri-ii-16";0
4770;"II 1.6 Automatic";"ford-capri-ii-16-automatic";0
4771;"II 2.0";"ford-capri-ii-20";0
4772;"II 2.0 Automatic";"ford-capri-ii-20-automatic";0
4773;"II 3.0";"ford-capri-ii-30";0
4774;"II 3.0 Automatic";"ford-capri-ii-30-automatic";0
4775;"III";"ford-capri-iii";0
4776;"III 1.3";"ford-capri-iii-13";0
4777;"III 1.6";"ford-capri-iii-16";0
4778;"III 1.6 Automatic";"ford-capri-iii-16-automatic";0
4779;"III 2.0";"ford-capri-iii-20";0
4780;"III 2.0 Automatic";"ford-capri-iii-20-automatic";0
4781;"III 2.3";"ford-capri-iii-23";0
4782;"III 2.8";"ford-capri-iii-28";0
4783;"III 3.0";"ford-capri-iii-30";0
4784;"III 3.0 Automatic";"ford-capri-iii-30-automatic";0
4785;"2.5";"ford-contour-25";0
4786;"2.5 Clipper";"ford-contour-25-clipper";0
4787;"Automatic";"ford-contour-automatic";0
4788;"Clipper";"ford-contour-clipper";0
4789;"SVT";"ford-contour-svt";0
4790;"2.0 i";"ford-cougar-20-i";0
4791;"2.5";"ford-cougar-25";0
4792;"2.5 i";"ford-cougar-25-i";0
4793;"4.9";"ford-cougar-49";0
4794;"Chateau";"ford-e-150-chateau";0
4795;"Extended";"ford-e-150-extended";0
4796;"Van";"ford-e-150-van";0
4797;"Wagon Chateau";"ford-e-150-wagon-chateau";0
4798;"Wagon XL";"ford-e-150-wagon-xl";0
4799;"Wagon XLT";"ford-e-150-wagon-xlt";0
4800;"XL";"ford-e-150-xl";0
4801;"XLT";"ford-e-150-xlt";0
4802;"XLT Wagon";"ford-e-150-xlt-wagon";0
4803;"Extended";"ford-e-250-extended";0
4804;"Van";"ford-e-250-van";0
4805;"Van Extended";"ford-e-250-van-extended";0
4806;"Van Super Duty";"ford-e-350-van-super-duty";0
4807;"Van Super Duty Extended";"ford-e-350-van-super-duty-extended";0
4808;"Wagon XL Super Duty";"ford-e-350-wagon-xl-super-duty";0
4809;"Limited";"ford-edge-limited";0
4810;"Limited AWD";"ford-edge-limited-awd";0
4811;"SE";"ford-edge-se";0
4812;"SE AWD";"ford-edge-se-awd";0
4813;"SE Fleet";"ford-edge-se-fleet";0
4814;"SEL";"ford-edge-sel";0
4815;"SEL AWD";"ford-edge-sel-awd";0
4816;"SEL Plus";"ford-edge-sel-plus";0
4817;"SEL Plus AWD";"ford-edge-sel-plus-awd";0
4818;"Sport";"ford-edge-sport";0
4819;"3.0";"ford-escape-30";0
4820;"Hybrid";"ford-escape-hybrid";0
4821;"Hybrid 4WD";"ford-escape-hybrid-4wd";0
4822;"Hybrid Limited";"ford-escape-hybrid-limited";0
4823;"Hybrid Limited 4x4";"ford-escape-hybrid-limited-4x4";0
4824;"Limited";"ford-escape-limited";0
4825;"Limited 4WD";"ford-escape-limited-4wd";0
4826;"Limited 4WD V6";"ford-escape-limited-4wd-v6";0
4827;"Limited 4x4";"ford-escape-limited-4x4";0
4828;"Limited FWD";"ford-escape-limited-fwd";0
4829;"Limited FWD V6";"ford-escape-limited-fwd-v6";0
4830;"S";"ford-escape-s";0
4831;"SE";"ford-escape-se";0
4832;"SEL";"ford-escape-sel";0
4833;"Titanium";"ford-escape-titanium";0
4834;"XLS";"ford-escape-xls";0
4835;"XLS 4WD";"ford-escape-xls-4wd";0
4836;"XLS 4WD Automatic";"ford-escape-xls-4wd-automatic";0
4837;"XLS 4x4";"ford-escape-xls-4x4";0
4838;"XLS Automatic";"ford-escape-xls-automatic";0
4839;"XLT";"ford-escape-xlt";0
4840;"XLT 2.3";"ford-escape-xlt-23";0
4841;"XLT 2.3 4WD";"ford-escape-xlt-23-4wd";0
4842;"XLT 3.0";"ford-escape-xlt-30";0
4843;"XLT 3.0 4WD";"ford-escape-xlt-30-4wd";0
4844;"XLT 3.0 Sport";"ford-escape-xlt-30-sport";0
4845;"XLT 3.0 Sport 4WD";"ford-escape-xlt-30-sport-4wd";0
4846;"XLT 4WD";"ford-escape-xlt-4wd";0
4847;"XLT 4WD V6";"ford-escape-xlt-4wd-v6";0
4848;"XLT Sport";"ford-escape-xlt-sport";0
4849;"XLT Sport 4x4";"ford-escape-xlt-sport-4x4";0
4850;"XLT V6";"ford-escape-xlt-v6";0
4851;"1.1";"ford-escort-11";0
4852;"1.1 Station Wagon";"ford-escort-11-station-wagon";0
4853;"1.3";"ford-escort-13";0
4854;"1.3 Azura";"ford-escort-13-azura";0
4855;"1.3 Sapphire";"ford-escort-13-sapphire";0
4856;"1.3 Station Wagon";"ford-escort-13-station-wagon";0
4857;"1.3 Station Wagon Automatic";"ford-escort-13-station-wagon-automatic";0
4858;"1.3 i";"ford-escort-13-i";0
4859;"1.4";"ford-escort-14";0
4860;"1.4 Acapulco";"ford-escort-14-acapulco";0
4861;"1.4 Azura";"ford-escort-14-azura";0
4862;"1.4 Cabaret";"ford-escort-14-cabaret";0
4863;"1.4 EFi";"ford-escort-14-efi";0
4864;"1.4 Equipe";"ford-escort-14-equipe";0
4865;"1.4 Finesse";"ford-escort-14-finesse";0
4866;"1.4 Freedom";"ford-escort-14-freedom";0
4867;"1.4 L";"ford-escort-14-l";0
4868;"1.4 Mistral";"ford-escort-14-mistral";0
4869;"1.4 Silhouette";"ford-escort-14-silhouette";0
4870;"1.4 i";"ford-escort-14-i";0
4871;"1.6";"ford-escort-16";0
4872;"1.6 Cabaret";"ford-escort-16-cabaret";0
4873;"1.6 D";"ford-escort-16-d";0
4874;"1.6 EFi";"ford-escort-16-efi";0
4875;"1.6 Encore";"ford-escort-16-encore";0
4876;"1.6 Equipe";"ford-escort-16-equipe";0
4877;"1.6 Mexico";"ford-escort-16-mexico";0
4878;"1.6 Mistral";"ford-escort-16-mistral";0
4879;"1.6 Sapphire";"ford-escort-16-sapphire";0
4880;"1.6 i";"ford-escort-16-i";0
4881;"1.8";"ford-escort-18";0
4882;"1.8 115";"ford-escort-18-115";0
4883;"1.8 D";"ford-escort-18-d";0
4884;"1.8 Diesel";"ford-escort-18-diesel";0
4885;"1.8 LX";"ford-escort-18-lx";0
4886;"1.8 Si";"ford-escort-18-si";0
4887;"1.8 TD";"ford-escort-18-td";0
4888;"1.8 TDi";"ford-escort-18-tdi";0
4889;"1.8 i";"ford-escort-18-i";0
4890;"1300";"ford-escort-1300";0
4891;"1300 Estate";"ford-escort-1300-estate";0
4892;"2.0";"ford-escort-20";0
4893;"1600";"ford-escort-1600";0
4894;"2.0 Automatic";"ford-escort-20-automatic";0
4895;"2.0 RS";"ford-escort-20-rs";0
4896;"2.0 Turnier";"ford-escort-20-turnier";0
4897;"Diesel";"ford-escort-diesel";0
4898;"RS 2000";"ford-escort-rs-2000";0
4899;"RS Cosworth";"ford-escort-rs-cosworth";0
4900;"Station Wagon";"ford-escort-station-wagon";0
4901;"Wagon";"ford-escort-wagon";0
4902;"XR3i";"ford-escort-xr3i";0
4903;"ZX2";"ford-escort-zx2";0
4904;"4x4 Eddie Bauer 6.0";"ford-excursion-4x4-eddie-bauer-60";0
4905;"4x4 Eddie Bauer 6.8";"ford-excursion-4x4-eddie-bauer-68";0
4906;"4x4 Limited 6.0";"ford-excursion-4x4-limited-60";0
4907;"4x4 Limited 6.8";"ford-excursion-4x4-limited-68";0
4908;"4x4 XLS 5.4";"ford-excursion-4x4-xls-54";0
4909;"4x4 XLT 5.4";"ford-excursion-4x4-xlt-54";0
4910;"4x4 XLT 6.8";"ford-excursion-4x4-xlt-68";0
4911;"6.0 D";"ford-excursion-60-d";0
4912;"6.8";"ford-excursion-68";0
4913;"7.3 D";"ford-excursion-73-d";0
4914;"Eddie Bauer 5.4";"ford-excursion-eddie-bauer-54";0
4915;"Eddie Bauer 6.8";"ford-excursion-eddie-bauer-68";0
4916;"Limited 5.4";"ford-excursion-limited-54";0
4917;"XLS 6.8";"ford-excursion-xls-68";0
4918;"XLT 6.0";"ford-excursion-xlt-60";0
4919;"XLT 6.8";"ford-excursion-xlt-68";0
4920;"4x2";"ford-expedition-4x2";0
4921;"4x4";"ford-expedition-4x4";0
4922;"5.4";"ford-expedition-54";0
4923;"EL 4x2";"ford-expedition-el-4x2";0
4924;"EL 4x4";"ford-expedition-el-4x4";0
4925;"EL Eddie Bauer";"ford-expedition-el-eddie-bauer";0
4926;"EL King Ranch";"ford-expedition-el-king-ranch";0
4927;"EL Limited";"ford-expedition-el-limited";0
4928;"EL SSV Fleet";"ford-expedition-el-ssv-fleet";0
4929;"EL XL";"ford-expedition-el-xl";0
4930;"EL XLT";"ford-expedition-el-xlt";0
4931;"EL XLT 4x4";"ford-expedition-el-xlt-4x4";0
4932;"Eddie Bauer";"ford-expedition-eddie-bauer";0
4933;"Eddie Bauer 4.6";"ford-expedition-eddie-bauer-46";0
4934;"Eddie Bauer 4x4";"ford-expedition-eddie-bauer-4x4";0
4935;"Eddie Bauer 5.4 4x4";"ford-expedition-eddie-bauer-54-4x4";0
4936;"King Ranch";"ford-expedition-king-ranch";0
4937;"King Ranch EL";"ford-expedition-king-ranch-el";0
4938;"Limited";"ford-expedition-limited";0
4939;"Limited EL";"ford-expedition-limited-el";0
4940;"NBX 4x4";"ford-expedition-nbx-4x4";0
4941;"SSV Fleet";"ford-expedition-ssv-fleet";0
4942;"XL";"ford-expedition-xl";0
4943;"XLS";"ford-expedition-xls";0
4944;"XLS 4x4";"ford-expedition-xls-4x4";0
4945;"XLT";"ford-expedition-xlt";0
4946;"XLT 4.6 4x4";"ford-expedition-xlt-46-4x4";0
4947;"XLT 4.6 Sport";"ford-expedition-xlt-46-sport";0
4948;"XLT 4x4";"ford-expedition-xlt-4x4";0
4949;"XLT 5.4";"ford-expedition-xlt-54";0
4950;"XLT 5.4 4x4";"ford-expedition-xlt-54-4x4";0
4951;"XLT 5.4 4x4 NBX";"ford-expedition-xlt-54-4x4-nbx";0
4952;"XLT 5.4 4x4 Sport";"ford-expedition-xlt-54-4x4-sport";0
4953;"XLT 5.4 Sport";"ford-expedition-xlt-54-sport";0
4954;"XLT EL";"ford-expedition-xlt-el";0
4955;"XLT Sport";"ford-expedition-xlt-sport";0
4956;"XLT Sport 4x4";"ford-expedition-xlt-sport-4x4";0
4957;"4.0";"ford-explorer-40";0
4958;"4.0 Sport Track";"ford-explorer-40-sport-track";0
4959;"4.0 Sport Track Automatic";"ford-explorer-40-sport-track-automatic";0
4960;"4.0 i";"ford-explorer-40-i";0
4961;"4.6";"ford-explorer-46";0
4962;"4.6 XLT 4x4";"ford-explorer-46-xlt-4x4";0
4963;"4.8";"ford-explorer-48";0
4964;"4.9";"ford-explorer-49";0
4965;"AWD";"ford-explorer-awd";0
4966;"AWD Eddie Bauer 4.0L";"ford-explorer-awd-eddie-bauer-40l";0
4967;"AWD Limited 4.0L";"ford-explorer-awd-limited-40l";0
4968;"AWD XLT 4.0L";"ford-explorer-awd-xlt-40l";0
4969;"AWD XLT 4.6L";"ford-explorer-awd-xlt-46l";0
4970;"AWD XLT Sport 4.6";"ford-explorer-awd-xlt-sport-46";0
4971;"Base";"ford-explorer-base";0
4972;"Eddie Bauer";"ford-explorer-eddie-bauer";0
4973;"Eddie Bauer 4.0 4x4";"ford-explorer-eddie-bauer-40-4x4";0
4974;"Limited";"ford-explorer-limited";0
4975;"Limited 4.0";"ford-explorer-limited-40";0
4976;"Limited 4.0 4x4";"ford-explorer-limited-40-4x4";0
4977;"Limited 4.0L";"ford-explorer-limited-40l";0
4978;"Limited 4.6";"ford-explorer-limited-46";0
4979;"Sport";"ford-explorer-sport";0
4980;"Sport Trac";"ford-explorer-sport-trac";0
4981;"Sport Trac 4x4 XLT Premium";"ford-explorer-sport-trac-4x4-xlt-premium";0
4982;"Sport Trac XLT";"ford-explorer-sport-trac-xlt";0
4983;"Sport Track";"ford-explorer-sport-track";0
4984;"Sport Track Automatic";"ford-explorer-sport-track-automatic";0
4985;"XLT";"ford-explorer-xlt";0
4986;"XLT 4.6L";"ford-explorer-xlt-46l";0
4987;"FX2";"ford-f-150-fx2";0
4988;"FX4";"ford-f-150-fx4";0
4989;"Heritage Regular Cab XL";"ford-f-150-heritage-regular-cab-xl";0
4990;"King Ranch";"ford-f-150-king-ranch";0
4991;"Lariat";"ford-f-150-lariat";0
4992;"Lightning Rod";"ford-f-150-lightning-rod";0
4993;"Limited";"ford-f-150-limited";0
4994;"Platinum";"ford-f-150-platinum";0
4995;"Regular Cab";"ford-f-150-regular-cab";0
4996;"Regular Cab 4x2";"ford-f-150-regular-cab-4x2";0
4997;"Regular Cab 4x4";"ford-f-150-regular-cab-4x4";0
4998;"STX";"ford-f-150-stx";0
4999;"SVT Lightning Pickup";"ford-f-150-svt-lightning-pickup";0
5000;"SVT Raptor";"ford-f-150-svt-raptor";0
5001;"Super Cab";"ford-f-150-super-cab";0
5002;"Super Cab 4x2";"ford-f-150-super-cab-4x2";0
5003;"Super Cab 4x4";"ford-f-150-super-cab-4x4";0
5004;"Super Crew 4x2";"ford-f-150-super-crew-4x2";0
5005;"Super Crew 4x4";"ford-f-150-super-crew-4x4";0
5006;"SuperCrew";"ford-f-150-supercrew";0
5007;"XL";"ford-f-150-xl";0
5008;"XLT";"ford-f-150-xlt";0
5009;"5.4";"ford-f-250-54";0
5010;"Double Cab TD 4x4";"ford-f-250-double-cab-td-4x4";0
5011;"SD Crew Cab 4x4 Lariat";"ford-f-250-sd-crew-cab-4x4-lariat";0
5012;"SD Regular Cab";"ford-f-250-sd-regular-cab";0
5013;"SD Single Cab";"ford-f-250-sd-single-cab";0
5014;"SD SuperCab";"ford-f-250-sd-supercab";0
5015;"Single Cab";"ford-f-250-single-cab";0
5016;"Single Cab 4x4";"ford-f-250-single-cab-4x4";0
5017;"SD Crew Cab";"ford-f-350-sd-crew-cab";0
5018;"SD Regular Cab";"ford-f-350-sd-regular-cab";0
5019;"SD SuperCab";"ford-f-350-sd-supercab";0
5020;"SD SuperCab 4x4";"ford-f-350-sd-supercab-4x4";0
5021;"1.0";"ford-fiesta-10";0
5022;"1.0 EcoBoost";"ford-fiesta-10-ecoboost";0
5023;"1.0 SS";"ford-fiesta-10-ss";0
5024;"1.1";"ford-fiesta-11";0
5025;"1.2 5";"ford-fiesta-12-5";0
5026;"1.3";"ford-fiesta-13";0
5027;"1.3 Encore";"ford-fiesta-13-encore";0
5028;"1.3 Finesse";"ford-fiesta-13-finesse";0
5029;"1.3 Flight";"ford-fiesta-13-flight";0
5030;"1.3 Fun";"ford-fiesta-13-fun";0
5031;"1.3 LX";"ford-fiesta-13-lx";0
5032;"1.3i Flite";"ford-fiesta-13i-flite";0
5033;"1.4";"ford-fiesta-14";0
5034;"1.4 96";"ford-fiesta-14-96";0
5035;"1.4 Automatic";"ford-fiesta-14-automatic";0
5036;"1.4 Black";"ford-fiesta-14-black";0
5037;"1.4 Finesse";"ford-fiesta-14-finesse";0
5038;"1.4 Flame";"ford-fiesta-14-flame";0
5039;"1.4 Freedom";"ford-fiesta-14-freedom";0
5040;"1.4 Ghia";"ford-fiesta-14-ghia";0
5041;"1.4 LX";"ford-fiesta-14-lx";0
5042;"1.4 Silver";"ford-fiesta-14-silver";0
5043;"1.4 Style";"ford-fiesta-14-style";0
5044;"1.4 Style+";"ford-fiesta-14-styley6z5n";0
5045;"1.4 TDCi";"ford-fiesta-14-tdci";0
5046;"1.4 Titanium";"ford-fiesta-14-titanium";0
5047;"1.4 Trend";"ford-fiesta-14-trend";0
5048;"1.4 Zetec";"ford-fiesta-14-zetec";0
5049;"1.4 i";"ford-fiesta-14-i";0
5050;"1.4i Trend";"ford-fiesta-14i-trend";0
5051;"1.5 TDCi";"ford-fiesta-15-tdci";0
5052;"1.6";"ford-fiesta-16";0
5053;"1.6 100";"ford-fiesta-16-100";0
5054;"1.6 105";"ford-fiesta-16-105";0
5055;"1.6 120";"ford-fiesta-16-120";0
5056;"1.6 134";"ford-fiesta-16-134";0
5057;"1.6 Ambiente";"ford-fiesta-16-ambiente";0
5058;"1.6 Ambiente Automatic";"ford-fiesta-16-ambiente-automatic";0
5059;"1.6 D";"ford-fiesta-16-d";0
5060;"1.6 Diesel";"ford-fiesta-16-diesel";0
5061;"1.6 EU5";"ford-fiesta-16-eu5";0
5062;"1.6 Freestyle";"ford-fiesta-16-freestyle";0
5063;"1.6 Ghia";"ford-fiesta-16-ghia";0
5064;"1.6 LX";"ford-fiesta-16-lx";0
5065;"1.6 Style";"ford-fiesta-16-style";0
